S,D,bespoke_zilch,bespoke_full,comp_zilch,comp_partial,comp_full,asymptotic_compositionality,asymptotic_cost,comp_cost,bespoke_cost
12,8,10,0,100,9,8,0.39048871538536206,9.215117452631185,9.215117452631185,9.457761606960561
13,8,10,0,100,9,8,0.2683253934088103,9.36078632735759,9.36078632735759,9.53631563263899
14,8,10,0,100,9,8,0.13757061940749335,9.506080820428975,9.506080820428975,9.599051463050108
15,8,10,0,100,9,8,9.201761499920394e-8,9.649926358656346,9.649926358656346,9.649926417564785
16,8,10,0,100,9,8,8.706122181059842e-10,9.691739248742596,9.691739248742596,9.69173924480955
17,8,10,0,100,9,8,4.612418518688454e-10,9.726512745222264,9.726512745222264,9.726512741007674
18,8,10,0,100,9,8,3.240411064528095e-10,9.755737299087343,9.755737299087343,9.755737294778706
19,8,10,0,100,9,8,2.553325089853217e-10,9.780530034918026,9.780530034918026,9.780530030562442
20,8,10,0,100,9,8,2.1408870622400818e-10,9.801741281672825,9.801741281672825,9.801741277289134
2,16,10,0,100,9,8,5.954943932473837e-11,0.10022596259027301,0.10022596259027301,0.10022595757618545
3,16,10,0,100,9,8,0.1912824662970459,1.9122414108413173,1.9122414108413173,1.5190065300101339
4,16,10,0,100,9,8,0.9840295950801601,7.8945535509908815,7.8945535509908815,3.5607413045179275
5,16,10,0,100,9,8,0.9977621549074096,8.045249407961002,8.045249407961002,5.204029246664723
6,16,10,0,100,9,8,0.9945524178953197,8.090410775519285,8.090410775519285,6.371602842298491
7,16,10,0,100,9,8,0.9886426772921176,8.144622797000833,8.144622797000833,7.189894494838615
8,16,10,0,100,9,8,0.9796204559029561,8.20528298754091,8.20528298754091,7.772651709434126
9,16,10,0,100,9,8,0.9672658313284697,8.270399714773895,8.270399714773895,8.197463466123013
10,16,10,0,100,9,8,0.9515093999642986,8.33858432685049,8.33858432685049,8.514577710948753
11,16,10,0,100,9,8,0.9323754482421835,8.408865733787575,8.408865733787575,8.756569756556328
12,16,10,0,100,9,8,0.9099418743446775,8.480553942690136,8.480553942690136,8.944925461409722
13,16,10,0,100,9,8,0.8843149287011475,8.553150813894476,8.553150813894476,9.094131584531478
14,16,10,0,100,9,8,0.8556139610540011,8.626291926061683,8.626291926061683,9.214178899028443
15,16,10,0,100,9,8,0.8239624299293611,8.699707947438064,8.699707947438064,9.312107986441475
16,16,10,0,100,9,8,0.7894827256994319,8.773198353995117,8.773198353995117,9.392980958938162
17,16,10,0,100,9,8,0.7522932924714811,8.846613149549315,8.846613149549315,9.460505010098464
18,16,10,0,100,9,8,0.7125071291679118,8.919839904608734,8.919839904608734,9.517441016473617
19,16,10,0,100,9,8,0.6702311137367365,8.992794413326388,8.992794413326388,9.565876767873378
20,16,10,0,100,9,8,0.6255658136820086,9.065413862126928,9.065413862126928,9.607413206691362
2,32,10,0,100,9,8,5.016124219050837e-11,0.0010045292574787932,0.0010045292574787932,0.0010045242572065403
3,32,10,0,100,9,8,9.284640153013165e-11,0.23073808884408264,0.23073808884408264,0.2307380838213424
4,32,10,0,100,9,8,0.16658084427875872,1.5300426874159896,1.5300426874159896,1.2678878637700028
5,32,10,0,100,9,8,0.5850934206538551,4.703153329403477,4.703153329403477,2.708192040014181
6,32,10,0,100,9,8,0.9999229170190906,8.005305278852521,8.005305278852521,4.05973227799862
7,32,10,0,100,9,8,0.9998500975674899,8.013639034275675,8.013639034275675,5.169458284691063
8,32,10,0,100,9,8,0.9996100104881237,8.026363387457428,8.026363387457428,6.041411459616927
9,32,10,0,100,9,8,0.9991137458701902,8.043492730250827,8.043492730250827,6.719840727842154
10,32,10,0,100,9,8,0.9982445992031309,8.064567883856261,8.064567883856261,7.249803359578532
11,32,10,0,100,9,8,0.9968893975751301,8.089007329564515,8.089007329564515,7.667751390143696
12,32,10,0,100,9,8,0.9949491340906703,8.1162370918534,8.1162370918534,8.001169151017596
13,32,10,0,100,9,8,0.9923432643753403,8.14574482369907,8.14574482369907,8.270322927677304
14,32,10,0,100,9,8,0.9890100350245445,8.177094968804697,8.177094968804697,8.490109278330104
15,32,10,0,100,9,8,0.9849047197348941,8.209926240488453,8.209926240488453,8.671535515114712
16,32,10,0,100,9,8,0.9799970280757057,8.243942479251345,8.243942479251345,8.82280912949749
17,32,10,0,100,9,8,0.974268404729354,8.2789020644052,8.2789020644052,8.950115504609816
18,32,10,0,100,9,8,0.9677095643816898,8.31460802475777,8.31460802475777,9.058168350205438
19,32,10,0,100,9,8,0.9603183904237809,8.350899559965942,8.350899559965942,9.150599833813967
20,32,10,0,100,9,8,0.9520982135709241,8.387645060557773,8.387645060557773,9.230238852410762
2,64,10,0,100,9,8,5.00000322902284e-11,1.0590689844116937e-7,1.0590689844116937e-7,1.0090689839259424e-7
3,64,10,0,100,9,8,5.108797071770832e-11,0.005324011333158535,0.005324011333158535,0.005324006332554364
4,64,10,0,100,9,8,9.61757638365049e-11,0.1607539685146821,0.1607539685146821,0.16075396350952673
5,64,10,0,100,9,8,0.07509870049436672,0.7821246317443304,0.7821246317443304,0.7334304125596168
6,64,10,0,100,9,8,0.26705903876655035,2.172019323298119,2.172019323298119,1.648142616902387
7,64,10,0,100,9,8,0.5654472123858981,4.528604922670253,4.528604922670253,2.6723298957161075
8,64,10,0,100,9,8,0.9997221191241368,7.998166760130942,7.998166760130942,3.649865242439074
9,64,10,0,100,9,8,0.9999986491772915,8.001056273065645,8.001056273065645,4.5156259407566175
10,64,10,0,100,9,8,0.9999961383114846,8.00233832347342,8.00233832347342,5.255964875255619
11,64,10,0,100,9,8,0.9999893166080634,8.004441474928422,8.004441474928422,5.879441138105061
12,64,10,0,100,9,8,0.9999737899007359,8.007538535835545,8.007538535835545,6.401870778319566
13,64,10,0,100,9,8,0.9999427980837043,8.011749482895981,8.011749482895981,6.839824132806492
14,64,10,0,100,9,8,0.9998871447636415,8.017140696297725,8.017140696297725,7.208195555798694
15,64,10,0,100,9,8,0.9997954160395877,8.023731541714,8.023731541714,7.51955281898958
16,64,10,0,100,9,8,0.9996544294756916,8.031504152854376,8.031504152854376,7.784196093554426
17,64,10,0,100,9,8,0.9994498066807082,8.040413609745105,8.040413609745105,8.010456754585704
18,64,10,0,100,9,8,0.9991665693153475,8.05039701209466,8.05039701209466,8.205041386066352
19,64,10,0,100,9,8,0.9987896855862449,8.061380852834567,8.061380852834567,8.37334773185962
20,64,10,0,100,9,8,0.9983045253762736,8.073286625808125,8.073286625808125,8.519730927255317
2,128,10,0,100,9,8,5.000000000000054e-11,5.000001088303024e-9,5.000001088303024e-9,1.1102230246251563e-15
3,128,10,0,100,9,8,5.000113382744637e-11,2.8395043442121184e-6,2.8395043442121184e-6,2.8345043434629953e-6
4,128,10,0,100,9,8,5.0783910110161406e-11,0.002584188678497158,0.002584188678497158,0.002584183678402407
5,128,10,0,100,9,8,6.740376560378147e-11,0.053792022004047806,0.053792022004047806,0.05379201700673741
6,128,10,0,100,9,8,0.005555122761998374,0.2708475477540959,0.2708475477540959,0.27163740856498525
7,128,10,0,100,9,8,0.08499265105567835,0.752894084128437,0.752894084128437,0.7141347071538061
8,128,10,0,100,9,8,0.19910070713902916,1.6112623980671386,1.6112623980671386,1.3321516287964839
9,128,10,0,100,9,8,0.36536082779331197,2.9264639390671943,2.9264639390671943,2.0390877636834097
10,128,10,0,100,9,8,0.5943467639949473,4.755226468938601,4.755226468938601,2.762516676992082
11,128,10,0,100,9,8,0.8918428132038582,7.13477772040349,7.13477772040349,3.456782809644214
12,128,10,0,100,9,8,0.9999999976429121,8.000029096824653,8.000029096824653,4.098394946230196
13,128,10,0,100,9,8,0.999999994593897,8.000071003657379,8.000071003657379,4.678319416772209
14,128,10,0,100,9,8,0.9999999832421059,8.000151754085357,8.000151754085357,5.195808317063606
15,128,10,0,100,9,8,0.9999999503588481,8.000292012783403,8.000292012783403,5.654367459757416
16,128,10,0,100,9,8,0.9999998663395944,8.000516302746696,8.000516302746696,6.059370882290802
17,128,10,0,100,9,8,0.9999996734232443,8.000851799503222,8.000851799503222,6.4167417417087735
18,128,10,0,100,9,8,0.9999992696931141,8.0013269629827,8.0013269629827,6.732270414706168
19,128,10,0,100,9,8,0.9999984898423511,8.001970202834125,8.001970202834125,7.011295223863869
20,128,10,0,100,9,8,0.9999970841716065,8.002808710182691,8.002808710182691,7.258581507283076
2,256,10,0,100,9,8,4.999999999999998e-11,4.999999956159998e-9,4.999999956159998e-9,0.0
3,256,10,0,100,9,8,5.000000000064264e-11,5.000803769043628e-9,5.000803769043628e-9,8.038014698286132e-13
4,256,10,0,100,9,8,5.000039890269718e-11,6.728005282640899e-7,6.728005282640899e-7,6.678005282090281e-7
5,256,10,0,100,9,8,5.0139278786105555e-11,0.0002893631093509895,0.0002893631093509895,0.0002893581093654784
6,256,10,0,100,9,8,5.31556837347283e-11,0.007378693172246932,0.007378693172246932,0.00737868817318965
7,256,10,0,100,9,8,7.735052097206601e-11,0.05099884298520015,0.05099884298520015,0.05099883799616566
8,256,10,0,100,9,8,0.003037416352302061,0.17628767271413412,0.17628767271413412,0.1774627962105124
9,256,10,0,100,9,8,0.043251762346477075,0.40940711838015187,0.40940711838015187,0.4157878908003409
10,256,10,0,100,9,8,0.09736293896124018,0.8008865172930897,0.8008865172930897,0.7631498390659374
11,256,10,0,100,9,8,0.17255614384742857,1.386855768252175,1.386855768252175,1.1949347393051744
12,256,10,0,100,9,8,0.2743688220570938,2.196399929996097,2.196399929996097,1.679684113528522
13,256,10,0,100,9,8,0.40603183757682554,3.2484890213217397,3.2484890213217397,2.188667256534786
14,256,10,0,100,9,8,0.5697068135075138,4.557681267433718,4.557681267433718,2.6996424067667353
15,256,10,0,100,9,8,0.7671754757462264,6.137406008661401,6.137406008661401,3.197187136996354
16,256,10,0,100,9,8,0.9999899800243066,7.999919974276002,7.999919974276002,3.6715975489153614
17,256,10,0,100,9,8,0.9999999995618309,8.000000360760561,8.000000360760561,4.117457457978776
18,256,10,0,100,9,8,0.9999999997608334,8.000000882059767,8.000000882059767,4.5323464936727955
19,256,10,0,100,9,8,0.9999999998248288,8.00000194836483,8.00000194836483,4.915826071617632
20,256,10,0,100,9,8,0.9999999998501918,8.00000396460468,8.00000396460468,5.2687005497871855
2,512,10,0,100,9,8,4.9999999999999976e-11,4.999999912319998e-9,4.999999912319998e-9,0.0
3,512,10,0,100,9,8,4.9999999999999976e-11,4.9999999351466644e-9,4.9999999351466644e-9,0.0
4,512,10,0,100,9,8,5.0000000000053445e-11,5.000044357881004e-9,5.000044357881004e-9,4.4408920985006255e-14
5,512,10,0,100,9,8,5.000000803790057e-11,1.3372811290743408e-8,1.3372811290743408e-8,8.372811333146045e-9
6,512,10,0,100,9,8,5.0004380876086293e-11,5.449503914381632e-6,5.449503914381632e-6,5.444503915486009e-6
7,512,10,0,100,9,8,5.0180980498090165e-11,0.00026009314762679233,0.00026009314762679233,0.0002600881476955141
8,512,10,0,100,9,8,5.1996213690458546e-11,0.0031493094029295212,0.0031493094029295212,0.0031493044038854996
9,512,10,0,100,9,8,6.158340580794511e-11,0.017287962007304297,0.017287962007304297,0.017287957013619733
10,512,10,0,100,9,8,1.1689870073398487e-10,0.058239772648514515,0.058239772648514515,0.058239767686636405
11,512,10,0,100,9,8,0.006427428228978156,0.13911173736998392,0.13911173736998392,0.14278690311983253
12,512,10,0,100,9,8,0.02814585328420835,0.26823682536815563,0.26823682536815563,0.2821338721240096
13,512,10,0,100,9,8,0.05604088843680856,0.46686957030172915,0.46686957030172915,0.4790264359827511
14,512,10,0,100,9,8,0.09287973886792665,0.75008673614037,0.75008673614037,0.7288069124413287
15,512,10,0,100,9,8,0.14109828708456476,1.1310692585422923,1.1310692585422923,1.0222005588974945
16,512,10,0,100,9,8,0.20233738742486118,1.6192903891105406,1.6192903891105406,1.34806285612013
17,512,10,0,100,9,8,0.27768156809038724,2.221571071071571,2.221571071071571,1.6953455918265046
18,512,10,0,100,9,8,0.3679832165809552,2.943884138347805,2.943884138347805,2.0542164738708086
19,512,10,0,100,9,8,0.4739815945391307,3.7918550008592886,3.7918550008592886,2.416534596639564
20,512,10,0,100,9,8,0.596336519272415,4.7706923726159225,4.7706923726159225,2.7759205483327793
2,2,10,0,100,10,8,1.9999999993999857e-10,5.625000005318749,5.625000005318749,5.624999999999998
3,2,10,0,100,10,8,1.2272727270805146e-10,7.901234572700108,7.901234572700108,7.90123456790123
4,2,10,0,100,10,8,9.411764704999776e-11,8.78906250464878,8.78906250464878,8.789062499999996
5,2,10,0,100,10,8,8.116883116351443e-11,9.216000004589064,9.216000004589064,9.215999999999996
6,2,10,0,100,10,8,7.397260273602944e-11,9.452160498386512,9.452160498386512,9.452160493827154
7,2,10,0,100,10,8,6.943319837777045e-11,9.596001670514918,9.596001670514918,9.596001665972507
8,2,10,0,100,10,8,6.63212435210827e-11,9.689941410781818,9.689941410781818,9.689941406249996
9,2,10,0,100,10,8,6.405975395245393e-11,9.754610582180607,9.754610582180607,9.75461057765584
10,2,10,0,100,10,8,6.234413964929485e-11,9.801000004519821,9.801000004519821,9.800999999999995
11,2,10,0,100,10,8,6.099908340834324e-11,9.835393761773242,9.835393761773242,9.835393757257014
12,2,10,0,100,10,8,5.991678224566605e-11,9.861593368711059,9.861593368711059,9.861593364197528
13,2,10,0,100,10,8,5.902740462008503e-11,9.882006937041824,9.882006937041824,9.882006932530368
14,2,10,0,100,10,8,5.828377230148094e-11,9.898219496388204,9.898219496388204,9.89821949187838
15,2,10,0,100,10,8,5.765288691403271e-11,9.911308646483821,9.911308646483821,9.911308641975303
16,2,10,0,100,10,8,5.711098717151188e-11,9.922027592398075,9.922027592398075,9.922027587890621
17,2,10,0,100,10,8,5.664053493121724e-11,9.930915582624651,9.930915582624651,9.930915578118073
18,2,10,0,100,10,8,5.6228306979621457e-11,9.938366869313036,9.938366869313036,9.93836686480719
19,2,10,0,100,10,8,5.586414725458943e-11,9.944675076059319,9.944675076059319,9.944675071554082
20,2,10,0,100,10,8,5.554012774167068e-11,9.95006250450471,9.95006250450471,9.950062499999996
2,4,10,0,100,10,8,3.199999998272006e-10,3.164062505921796,3.164062505921796,3.164062499999999
3,4,10,0,100,10,8,7.866906446132066e-10,6.242950776352099,6.242950776352099,6.242950769699737
4,4,10,0,100,10,8,2.8404993044336965e-10,7.7247619679724835,7.7247619679724835,7.724761962890621
5,4,10,0,100,10,8,1.7110911554383773e-10,8.493465604769096,8.493465604769096,8.493465599999993
6,4,10,0,100,10,8,1.2907890366019112e-10,8.934333804765409,8.934333804765409,8.934333800106685
7,4,10,0,100,10,8,1.080268905211899e-10,9.208324801940618,9.208324801940618,9.208324797334717
8,4,10,0,100,10,8,9.558891630822302e-11,9.389496450231931,9.389496450231931,9.38949644565582
9,4,10,0,100,10,8,8.744100937891325e-11,9.515242756729043,9.515242756729043,9.515242752171524
10,4,10,0,100,10,8,8.171531560173258e-11,9.60596010454507,9.60596010454507,9.605960099999995
11,4,10,0,100,10,8,7.748272766563382e-11,9.67349704056534,9.67349704056534,9.673497036029028
12,4,10,0,100,10,8,7.423210625848511e-11,9.725102372608374,9.725102372608374,9.725102368078474
13,4,10,0,100,10,8,7.166019455750436e-11,9.76540610598289,9.76540610598289,9.765406101457831
14,4,10,0,100,10,8,6.957619295978584e-11,9.797474915461427,9.797474915461427,9.797474910940116
15,4,10,0,100,10,8,6.785428770713149e-11,9.823403904167792,9.823403904167792,9.823403899649438
16,4,10,0,100,10,8,6.640827134480923e-11,9.844663150002233,9.844663150002233,9.844663145486262
17,4,10,0,100,10,8,6.517715659023894e-11,9.862308426484853,9.862308426484853,9.862308421970825
18,4,10,0,100,10,8,6.411661658702325e-11,9.877113598462172,9.877113598462172,9.877113593949753
19,4,10,0,100,10,8,6.31936795046691e-11,9.889656232389994,9.889656232389994,9.889656227878923
20,4,10,0,100,10,8,6.2383323445071e-11,9.900374379900557,9.900374379900557,9.900374375390623
2,8,10,0,100,10,8,1.072812990971916e-10,1.0011291555696933,1.0011291555696933,1.0011291503906248
3,8,10,0,100,10,8,0.49068528081461305,5.485054324993821,5.485054324993821,3.8974434312894557
4,8,10,0,100,10,8,0.6106098462622905,7.283815159910574,7.283815159910574,5.967194738332181
5,8,10,0,100,10,8,0.451974355506927,7.851539486550516,7.851539486550516,7.2138957898383325
6,8,10,0,100,10,8,0.2317514437956609,8.248139268861786,8.248139268861786,7.982232045172884
7,8,10,0,100,10,8,4.653123556494834e-9,8.479324567157697,8.479324567157697,8.47932455732095
8,8,10,0,100,10,8,4.790212875929378e-10,8.816264355286542,8.816264355286542,8.816264350298331
9,8,10,0,100,10,8,2.700638561525961e-10,9.053984468018191,9.053984468018191,9.053984463275278
10,8,10,0,100,10,8,1.9658127719027738e-10,9.227446948935093,9.227446948935093,9.227446944279198
11,8,10,0,100,10,8,1.5935137406635023e-10,9.357654495217892,9.357654495217892,9.357654490606247
12,8,10,0,100,10,8,1.3695877950298763e-10,9.457761611545648,9.457761611545648,9.457761606960561
13,8,10,0,100,10,8,1.2205343140540934e-10,9.536315637206519,9.536315637206519,9.53631563263899
14,8,10,0,100,10,8,1.1144051323200504e-10,9.599051467605264,9.599051467605264,9.599051463050108
15,8,10,0,100,10,8,1.0351117004899974e-10,9.649926422110829,9.649926422110829,9.649926417564785
16,8,10,0,100,10,8,9.736857591382347e-11,9.69173924934865,9.69173924934865,9.69173924480955
17,8,10,0,100,10,8,9.247401112162475e-11,9.726512745541335,9.726512745541335,9.726512741007674
18,8,10,0,100,10,8,8.848472258958256e-11,9.755737299308025,9.755737299308025,9.755737294778706
19,8,10,0,100,10,8,8.517244959580727e-11,9.780530035088226,9.780530035088226,9.780530030562442
20,8,10,0,100,10,8,8.237941835303226e-11,9.801741281811998,9.801741281811998,9.801741277289134
2,16,10,0,100,10,8,5.5985254079704893e-11,0.10022596259511517,0.10022596259511517,0.10022595757618545
3,16,10,0,100,10,8,5.643590388100445e-10,1.5190065363058076,1.5190065363058076,1.5190065300101339
4,16,10,0,100,10,8,0.7575575905647199,6.366611572629093,6.366611572629093,3.5607413045179275
5,16,10,0,100,10,8,0.8972626188283745,7.64225312827042,7.64225312827042,5.204029246664723
6,16,10,0,100,10,8,0.8635230790482648,7.824669245247843,7.824669245247843,6.371602842298491
7,16,10,0,100,10,8,0.8085833481400784,7.998432381589437,7.998432381589437,7.189894494838615
8,16,10,0,100,10,8,0.739966453241098,8.195606553907421,8.195606553907421,7.772651709434126
9,16,10,0,100,10,8,0.6599368084184941,8.408802328652362,8.408802328652362,8.197463466123013
10,16,10,0,100,10,8,0.5697877489432542,8.625000982748364,8.625000982748364,8.514577710948753
11,16,10,0,100,10,8,0.4704606876558453,8.830714634271935,8.830714634271935,8.756569756556328
12,16,10,0,100,10,8,0.36270925111515084,9.013200190658033,9.013200190658033,8.944925461409722
13,16,10,0,100,10,8,0.2471632343696174,9.160743834617756,9.160743834617756,9.094131584531478
14,16,10,0,100,10,8,0.12436136467710937,9.262672079842485,9.262672079842485,9.214178899028443
15,16,10,0,100,10,8,2.1986198352980774e-8,9.312108002675178,9.312108002675178,9.312107986441475
16,16,10,0,100,10,8,8.769101774425258e-10,9.392980963881968,9.392980963881968,9.392980958938162
17,16,10,0,100,10,8,4.694489196127095e-10,9.460505014822823,9.460505014822823,9.460505010098464
18,16,10,0,100,10,8,3.3028139157388194e-10,9.517441021122314,9.517441021122314,9.517441016473617
19,16,10,0,100,10,8,2.6012558225434434e-10,9.565876772483557,9.565876772483557,9.565876767873378
20,16,10,0,100,10,8,2.178832988462933e-10,9.607413211278146,9.607413211278146,9.607413206691362
2,32,10,0,100,10,8,5.010737936647173e-11,0.0010045292575858258,0.0010045292575858258,0.0010045242572065403
3,32,10,0,100,10,8,6.914536199327397e-11,0.23073808886085984,0.23073808886085984,0.2307380838213424
4,32,10,0,100,10,8,0.040215222414318595,1.3457904444023427,1.3457904444023427,1.2678878637700028
5,32,10,0,100,10,8,0.5336982541009655,4.433457863208921,4.433457863208921,2.708192040014181
6,32,10,0,100,10,8,0.9721167668115296,7.817630491728693,7.817630491728693,4.05973227799862
7,32,10,0,100,10,8,0.9772646700341234,7.913913772607058,7.913913772607058,5.169458284691063
8,32,10,0,100,10,8,0.9686389345426849,7.938183032688488,7.938183032688488,6.041411459616927
9,32,10,0,100,10,8,0.9555967064915242,7.967371573610207,7.967371573610207,6.719840727842154
10,32,10,0,100,10,8,0.9389094510450501,8.008351947786824,8.008351947786824,7.249803359578532
11,32,10,0,100,10,8,0.9188305028633214,8.062231797015171,8.062231797015171,7.667751390143696
12,32,10,0,100,10,8,0.8955297002500925,8.128470291187487,8.128470291187487,8.001169151017596
13,32,10,0,100,10,8,0.8691578084843289,8.205839074801599,8.205839074801599,8.270322927677304
14,32,10,0,100,10,8,0.8398578380211978,8.292790620127366,8.292790620127366,8.490109278330104
15,32,10,0,100,10,8,0.8077662754834324,8.387634665172538,8.387634665172538,8.671535515114712
16,32,10,0,100,10,8,0.7730125733498745,8.488631432739297,8.488631432739297,8.82280912949749
17,32,10,0,100,10,8,0.7357186702924242,8.59404289224383,8.59404289224383,8.950115504609816
18,32,10,0,100,10,8,0.6959988337352421,8.702161143269905,8.702161143269905,9.058168350205438
19,32,10,0,100,10,8,0.653959782277419,8.81132377998824,8.81132377998824,9.150599833813967
20,32,10,0,100,10,8,0.6097009936614014,8.919921669085818,8.919921669085818,9.230238852410762
2,64,10,0,100,10,8,5.0000021526814324e-11,1.0590689846277617e-7,1.0590689846277617e-7,1.0090689839259424e-7
3,64,10,0,100,10,8,5.0647149790713996e-11,0.0053240113340138895,0.0053240113340138895,0.005324006332554364
4,64,10,0,100,10,8,6.890406725883005e-11,0.1607539685392972,0.1607539685392972,0.16075396350952673
5,64,10,0,100,10,8,2.263181577527452e-9,0.7334304210640352,0.7334304210640352,0.7334304125596168
6,64,10,0,100,10,8,0.2333455363464651,2.088639738455119,2.088639738455119,1.648142616902387
7,64,10,0,100,10,8,0.5551993731059714,4.47368729070541,4.47368729070541,2.6723298957161075
8,64,10,0,100,10,8,0.9782506542774041,7.828779458548393,7.828779458548393,3.649865242439074
9,64,10,0,100,10,8,0.9974261090490077,7.985915085226176,7.985915085226176,4.5156259407566175
10,64,10,0,100,10,8,0.9966604502164451,7.9877345030888405,7.9877345030888405,5.255964875255619
11,64,10,0,100,10,8,0.9951076462837705,7.988545922244043,7.988545922244043,5.879441138105061
12,64,10,0,100,10,8,0.9928753846168559,7.990528044081122,7.990528044081122,6.401870778319566
13,64,10,0,100,10,8,0.9899319695595493,7.994525849649671,7.994525849649671,6.839824132806492
14,64,10,0,100,10,8,0.9862371566229557,8.00106875456716,8.00106875456716,7.208195555798694
15,64,10,0,100,10,8,0.9817589253096036,8.01051496646861,8.01051496646861,7.51955281898958
16,64,10,0,100,10,8,0.9764756067617957,8.023096751454352,8.023096751454352,7.784196093554426
17,64,10,0,100,10,8,0.970374886686839,8.038946585384537,8.038946585384537,8.010456754585704
18,64,10,0,100,10,8,0.9634521395448838,8.058117279529727,8.058117279529727,8.205041386066352
19,64,10,0,100,10,8,0.9557087812093849,8.08059858679208,8.08059858679208,8.37334773185962
20,64,10,0,100,10,8,0.9471508396495482,8.106330910636514,8.106330910636514,8.519730927255317
2,128,10,0,100,10,8,5.000000000000036e-11,5.000001088463025e-9,5.000001088463025e-9,1.1102230246251563e-15
3,128,10,0,100,10,8,5.000068029029772e-11,2.8395043451193068e-6,2.8395043451193068e-6,2.8345043434629953e-6
4,128,10,0,100,10,8,5.0444958854005603e-11,0.002584188679163102,0.002584188679163102,0.002584183678402407
5,128,10,0,100,10,8,5.837339353618853e-11,0.053792022017445186,0.053792022017445186,0.05379201700673741
6,128,10,0,100,10,8,1.2377772114698796e-10,0.2716374136497735,0.2716374136497735,0.27163740856498525
7,128,10,0,100,10,8,0.04841439767615457,0.7512864613357291,0.7512864613357291,0.7141347071538061
8,128,10,0,100,10,8,0.18406084904394546,1.5847361699584184,1.5847361699584184,1.3321516287964839
9,128,10,0,100,10,8,0.3610028612564119,2.9101104216065257,2.9101104216065257,2.0390877636834097
10,128,10,0,100,10,8,0.5933820177057681,4.7497965383064935,4.7497965383064935,2.762516676992082
11,128,10,0,100,10,8,0.8915265852536227,7.132424720068298,7.132424720068298,3.456782809644214
12,128,10,0,100,10,8,0.9998688661474464,7.999125854673508,7.999125854673508,4.098394946230196
13,128,10,0,100,10,8,0.9998534094335121,7.999254106921329,7.999254106921329,4.678319416772209
14,128,10,0,100,10,8,0.999780759672614,7.999158943383806,7.999158943383806,5.195808317063606
15,128,10,0,100,10,8,0.999660122088023,7.999039457912965,7.999039457912965,5.654367459757416
16,128,10,0,100,10,8,0.9994810799519975,7.998962425783377,7.998962425783377,6.059370882290802
17,128,10,0,100,10,8,0.9992301131129314,7.998988015717664,7.998988015717664,6.4167417417087735
18,128,10,0,100,10,8,0.9988927950564227,7.999180088621528,7.999180088621528,6.732270414706168
19,128,10,0,100,10,8,0.9984546482002554,7.999605965073325,7.999605965073325,7.011295223863869
20,128,10,0,100,10,8,0.9979016567736525,8.000334339354916,8.000334339354916,7.258581507283076
2,256,10,0,100,10,8,4.999999999999998e-11,4.999999956479999e-9,4.999999956479999e-9,0.0
3,256,10,0,100,10,8,5.000000000038558e-11,5.000803769328587e-9,5.000803769328587e-9,8.038014698286132e-13
4,256,10,0,100,10,8,5.000022794361929e-11,6.728005286062451e-7,6.728005286062451e-7,6.678005282090281e-7
5,256,10,0,100,10,8,5.0077281426467774e-11,0.00028936310947463986,0.00028936310947463986,0.0002893581093654784
6,256,10,0,100,10,8,5.1673278955401394e-11,0.007378693175051734,0.007378693175051734,0.00737868817318965
7,256,10,0,100,10,8,6.17585623411776e-11,0.050998843007054026,0.050998843007054026,0.05099883799616566
8,256,10,0,100,10,8,1.181739562563013e-10,0.17746280126981315,0.17746280126981315,0.1774627962105124
9,256,10,0,100,10,8,0.017034918217558245,0.424044967358038,0.424044967358038,0.4157878908003409
10,256,10,0,100,10,8,0.08419271448904805,0.7987045168309228,0.7987045168309228,0.7631498390659374
11,256,10,0,100,10,8,0.16750875316604058,1.3791312800439788,1.3791312800439788,1.1949347393051744
12,256,10,0,100,10,8,0.2729343954305332,2.1922870624011304,2.1922870624011304,1.679684113528522
13,256,10,0,100,10,8,0.405724750131236,3.2472095763840003,3.2472095763840003,2.188667256534786
14,256,10,0,100,10,8,0.5696541560351959,4.557393930898662,4.557393930898662,2.6996424067667353
15,256,10,0,100,10,8,0.7671667508026138,6.137347222491299,6.137347222491299,3.197187136996354
16,256,10,0,100,10,8,0.9996325886131977,7.9970615154907065,7.9970615154907065,3.6715975489153614
17,256,10,0,100,10,8,0.9999984066799875,7.999989436586082,7.999989436586082,4.117457457978776
18,256,10,0,100,10,8,0.9999978949643009,7.999988461201935,7.999988461201935,4.5323464936727955
19,256,10,0,100,10,8,0.9999966488181116,7.999984887122668,7.999984887122668,4.915826071617632
20,256,10,0,100,10,8,0.9999944921682264,7.999979731145473,7.999979731145473,5.2687005497871855
2,512,10,0,100,10,8,4.9999999999999976e-11,4.999999912959998e-9,4.999999912959998e-9,0.0
3,512,10,0,100,10,8,4.9999999999999976e-11,4.999999935715554e-9,4.999999935715554e-9,0.0
4,512,10,0,100,10,8,5.000000000003053e-11,5.00004435836105e-9,5.00004435836105e-9,4.4408920985006255e-14
5,512,10,0,100,10,8,5.0000004465500004e-11,1.3372811298297812e-8,1.3372811298297812e-8,8.372811333146045e-9
6,512,10,0,100,10,8,5.0002389473615176e-11,5.449503918364477e-6,5.449503918364477e-6,5.444503915486009e-6
7,512,10,0,100,10,8,5.009728850845707e-11,0.0002600931477936658,0.0002600931477936658,0.0002600881476955141
8,512,10,0,100,10,8,5.1045174317905756e-11,0.0031493094047731793,0.0031493094047731793,0.0031493044038854996
